NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,3_year_moving_average_1,3_year_moving_average_2,3_year_moving_average_3,Revenue_2020
YUYM,73285,73285,73285,4229,142341,16,8,8,10,73285,50266.33333,73285,193533.984
QPVU,97166.5,97166.5,97166.5,49000,145333,36,36,4,4,97166.5,81111,97166.5,222153.2092
KRSH,157267,149586,153426.5,153426.5,153426.5,16,2,1,4,153426.5,152146.3333,153426.5,215701.2712
NNDM,141333.3333,141333.3333,112000,173000,139000,36,36,2,2,131555.5556,142111.1111,141333.3333,240752.5864
WFHB,75419.5,75419.5,75419.5,13800,137039,16,2,2,2,75419.5,54879.66667,75419.5,125681.2446
HFVZ,134729.6667,134729.6667,136762,131479,135948,16,21,27,35,135407.1111,134323.5556,134729.6667,313656.145
WQZR,97876,97876,97876,60201,135551,16,2,2,2,97876,85317.66667,97876,210593.6413
MRYW,69309,69309,69309,3174,135444,16,12,10,16,69309,47264,69309,260946.6496
SUPN,67797,143781,105789,105789,105789,16,12,10,16,105789,118453,105789,217706.8869
SQBW,274130,143228,208679,208679,208679,16,4,3,3,208679,186862,208679,353660.8908
AQBZ,186005,186005,186005,233536,138474,42,52,57,56,186005,201848.6667,186005,406628.6638
ZCVF,94102,94102,94102,54429,133775,36,36,4,4,94102,80877.66667,94102,202372.611
EQHU,85000,85000,85000,36000,134000,36,36,5,6,85000,68666.66667,85000,211822.2865
GWQA,198000,266000,198000,130000,198000,30,19,30,29,220666.6667,198000,175333.3333,489023.7748
DSMD,198000,266000,198000,130000,198000,16,2,2,2,220666.6667,198000,175333.3333,404566.525
FQNC,165000,200000,165000,130000,165000,16,5,5,5,176666.6667,165000,153333.3333,359912.2321
MNCQ,165000,200000,165000,130000,165000,36,36,17,17,176666.6667,165000,153333.3333,407520.4719
UHVY,284000,438000,284000,130000,284000,36,36,4,4,335333.3333,284000,232666.6667,634509.9827
EJIX,155000,180000,155000,130000,155000,18,30,39,38,163333.3333,155000,146666.6667,642701.6229
NXTT,36672,15493,106970,67285,132385,36,36,8,8,53045,63249.33333,102213.3333,300926.3752
BQYH,73825.5,73825.5,73825.5,16668,130983,36,36,12,15,73825.5,54773,73825.5,229735.0575
DEMN,75135,75135,75135,20495,129775,36,36,5,6,75135,56921.66667,75135,203449.4854
JOTG,70611.5,70611.5,70611.5,12189,129034,36,36,6,3,70611.5,51137.33333,70611.5,157206.6779
NDXL,116024.5,116024.5,116024.5,103836,128213,16,2,2,2,116024.5,111961.6667,116024.5,122821.45
XACN,65338.5,65338.5,65338.5,3750,126927,16,8,7,8,65338.5,44809,65338.5,392812.7975
FULV,138779.5,138779.5,138779.5,151009,126550,16,4,3,3,138779.5,142856,138779.5,177107.3659
KVRB,63041.5,63041.5,63041.5,1,126082,36,36,10,9,63041.5,42028,63041.5,343365.3519
UZDC,83923.5,83923.5,83923.5,42200,125647,36,36,2,2,83923.5,70015.66667,83923.5,124050.7122
UZRD,84547,84547,84547,44871,124223,36,36,8,11,84547,71321.66667,84547,314789.6675
UZFL,85207,85207,85207,46527,123887,36,36,5,6,85207,72313.66667,85207,223328.9035
WIHO,239442,482342,202921,150000,122505,16,5,5,5,308235,278421,158475.3333,508168.3925
OOAM,193000,266000,193000,120000,193000,16,12,9,8,217333.3333,193000,168666.6667,454174.1796
VACR,72396,72396,72396,24086,120706,36,36,12,15,72396,56292.66667,72396,198697.7071
BWQH,168262.5,168262.5,168262.5,215878,120647,16,10,15,24,168262.5,184134.3333,168262.5,868701.1158
DOJR,181496.5,181496.5,181496.5,242749,120244,16,21,26,36,181496.5,201914,181496.5,574055.1202
XHSJ,78000,78000,78000,36000,120000,36,36,5,5,78000,64000,78000,220181.2358
NISQ,69414.5,69414.5,69414.5,20000,118829,16,8,7,8,69414.5,52943,69414.5,174668.8379
PHDS,106877,106877,106877,97588,116166,36,36,14,14,106877,103780.6667,106877,219373.4631
SJWV,112000,112000,112000,108000,116000,16,6,6,7,112000,110666.6667,112000,140298.7827
RKPX,88016,88016,88016,60279,115753,32,2,2,2,88016,78770.33333,88016,196660.4727
CEZO,78949,78949,78949,42495,115403,36,36,8,8,78949,66797.66667,78949,337596.1898
XXKG,89624,89624,66585,112663,89624,16,6,12,15,81944.33333,89624,89624,189258.4158
DTNQ,58028.5,58028.5,58028.5,2243,113814,36,36,8,11,58028.5,39433.33333,58028.5,240709.9071
YFVR,7055,120796,63925.5,63925.5,63925.5,36,36,16,1,63925.5,82882.33333,63925.5,154441.2285
BXIX,272500,435000,272500,110000,272500,16,2,2,2,326666.6667,272500,218333.3333,408810.6263
HWQK,165000,220000,165000,110000,165000,16,2,1,4,183333.3333,165000,146666.6667,296458.4609
IERD,205000,300000,205000,110000,205000,36,36,6,3,236666.6667,205000,173333.3333,430669.8813
CASK,145000,180000,145000,110000,145000,16,6,6,7,156666.6667,145000,133333.3333,251237.07
RJHH,59600,9200,59600,110000,59600,36,36,22,16,42800,59600,76400,158734.619
YITI,145000,180000,145000,110000,145000,36,36,16,1,156666.6667,145000,133333.3333,219443.3154
QZVY,188000,266000,188000,110000,188000,16,6,11,12,214000,188000,162000,765082.8965
HVGQ,188000,266000,188000,110000,188000,16,2,2,2,214000,188000,162000,404836.6729
WOTR,205000,300000,205000,110000,205000,16,11,14,23,236666.6667,205000,173333.3333,921600.0906
KVDZ,68933.5,68933.5,68933.5,27463,110404,36,36,2,2,68933.5,55110,68933.5,100731.9746
ASMD,81492.5,81492.5,81492.5,52680,110305,16,6,6,7,81492.5,71888.33333,81492.5,209882.829
ZCBP,91176.5,91176.5,91176.5,72164,110189,36,36,6,3,91176.5,84839,91176.5,374548.7702
NNVB,82051,125483,103118,103550.6667,103550.6667,16,12,9,8,103550.6667,110717.2222,103406.4444,290235.8173
VTQB,106186.5,106186.5,106186.5,104506,107867,36,36,4,4,106186.5,105626.3333,106186.5,145968.3838
IQWS,81500,81500,54000,81500,109000,36,36,22,16,72333.33333,72333.33333,81500,240326.4794
JUZK,100783,100783,100783,93350,108216,30,8,7,5,100783,98305.33333,100783,177337.6575
APUG,74324.5,74324.5,74324.5,40734,107915,16,2,2,2,74324.5,63127.66667,74324.5,87367.08792
EYWC,69145,69145,69145,30775,107515,36,36,8,11,69145,56355,69145,205082.3483
NDJS,58679.5,58679.5,58679.5,10532,106827,36,36,14,23,58679.5,42630.33333,58679.5,221823.0523
STAN,100000,100000,100000,100000,100000,36,36,16,1,100000,100000,100000,189249.695
XZAG,182434,111223,146828.5,146828.5,146828.5,16,4,3,3,146828.5,134960,146828.5,184500.3661
YPSZ,97564,97564,97564,91292,103836,36,36,4,4,97564,95473.33333,97564,146428.6708
KBPA,93729,93729,93729,84091,103367,36,36,5,5,93729,90516.33333,93729,151211.7958
LOVM,55075,55075,55075,6069,104081,16,4,3,3,55075,38739.66667,55075,154675.5444
VUWA,112000,110000,111000,111000,111000,36,36,8,7,111000,110666.6667,111000,142615.4
CCVD,90000,110000,100000,100000,100000,16,4,4,4,100000,103333.3333,100000,118850.9142
MXQH,238204,30344,123149,100899,123149,160,166,194,172,130565.6667,84797.33333,115732.3333,634551.3902
FQUQ,55465,55465,55465,8309,102621,30,12,11,9,55465,39746.33333,55465,303883.0048
LFQH,105666.5,105666.5,111035,100298,105666.5,16,8,13,10,107456,105666.5,105666.5,137132.7383
RXVD,183000,266000,183000,100000,183000,16,12,10,16,210666.6667,183000,155333.3333,380358.8623
HVGS,342500,585000,342500,100000,342500,36,36,10,9,423333.3333,342500,261666.6667,709795.5267
MKNG,1074500,2049000,1074500,100000,1074500,16,2,1,4,1399333.333,1074500,749666.6667,1521951.451
BQMB,196500,293000,196500,100000,196500,36,36,20,19,228666.6667,196500,164333.3333,607648.3262
TOYN,292500,485000,292500,100000,292500,16,2,1,4,356666.6667,292500,228333.3333,865951.8167
MION,150000,200000,150000,100000,150000,36,36,2,2,166666.6667,150000,133333.3333,239133.1479
TFPW,100000,100000,100000,100000,100000,36,36,6,3,100000,100000,100000,110631.1338
VIYV,100000,100000,100000,100000,100000,16,6,6,7,100000,100000,100000,113743.29
HGEL,100000,100000,100000,100000,100000,36,36,8,11,100000,100000,100000,266012.84
TSFE,100000,100000,100000,100000,100000,42,40,26,26,100000,100000,100000,335465.2371
VURZ,100000,100000,100000,100000,100000,16,8,8,10,100000,100000,100000,168660.5787
CWWH,100000,100000,100000,100000,100000,42,40,37,27,100000,100000,100000,322102.4096
EQDX,100000,100000,100000,100000,100000,36,36,8,8,100000,100000,100000,107113.5125
PPWU,100000,100000,100000,100000,100000,36,36,5,5,100000,100000,100000,103294.76
INKP,100000,100000,100000,100000,100000,36,36,4,4,100000,100000,100000,99909.0525
LDMA,100000,100000,100000,100000,100000,36,36,6,3,100000,100000,100000,110631.1338
ALFC,100000,100000,100000,100000,100000,16,5,5,5,100000,100000,100000,103294.76
DONQ,49827.5,49827.5,49827.5,390,99265,36,36,5,5,49827.5,33348.33333,49827.5,507303.77
AJJA,95500,95500,95500,92000,99000,32,5,5,4,95500,94333.33333,95500,90755.42187
HUCW,76500,57000,76500,96000,76500,16,12,9,8,70000,76500,83000,346407.0348
BRAK,40161.5,40161.5,40161.5,4188,76135,32,2,2,2,40161.5,28170.33333,40161.5,132286.24
DEUF,78615.5,78615.5,78615.5,60264,96967,36,36,5,5,78615.5,72498.33333,78615.5,171166.9635
XRWN,89248,89248,89248,81912,96584,36,36,2,2,89248,86802.66667,89248,232512.4558
MQJV,6082503.5,6082503.5,6082503.5,12068651,96356,16,21,25,24,6082503.5,8077886,6082503.5,11304489.3
DTCS,117211.5,117211.5,117211.5,135215,99208,42,46,56,63,117211.5,123212.6667,117211.5,1171647.689
EWJW,32000,32000,32000,55000,9000,36,36,5,5,32000,39666.66667,32000,139271.1556
SWKP,164725,282692,180245.3333,93319,180245.3333,16,6,6,7,209220.7778,185418.7778,151269.8889,433264.5698
TRDD,60354.5,60354.5,60354.5,26249,94460,16,5,5,5,60354.5,48986,60354.5,142518.1979
PEEE,65061.5,65061.5,65061.5,35921,94202,36,36,5,6,65061.5,55348,65061.5,150020.525
OKXB,63382,63382,63382,31042,95722,30,4,4,2,63382,52602,63382,94929.91146
CRHI,91496,91496,91496,89062,93930,16,4,3,3,91496,90684.66667,91496,100397.6438
FZEY,100000,100000,100000,100000,100000,22,29,37,46,100000,100000,100000,249084.1821
YKKG,47000,47000,47000,2000,92000,36,36,4,4,47000,32000,47000,121679.9088
DSNH,170000,130000,130000,90000,130000,16,4,3,3,143333.3333,116666.6667,116666.6667,115810.2954
VWYG,262500,435000,262500,90000,262500,16,10,16,45,320000,262500,205000,712224.2294
YRBC,337500,585000,337500,90000,337500,36,36,2,2,420000,337500,255000,492713.8123
XCYI,135000,180000,135000,90000,135000,16,4,4,4,150000,135000,120000,168297.7081
NVNA,192000,294000,192000,90000,192000,36,36,12,15,226000,192000,158000,619300.0148
UZWY,82960,82960,82960,74240,91680,16,5,5,5,82960,80053.33333,82960,153771.415
EESP,63250,63250,63250,35100,91400,36,36,22,16,63250,53866.66667,63250,154255.3119
BKVZ,69810,69810,69810,48280,91340,16,23,34,42,69810,62633.33333,69810,424597.2283
TSLY,59500,59500,59500,28000,91000,42,40,21,24,59500,49000,59500,312484.7673
UHUD,54126,54126,54126,17500,90752,16,4,3,3,54126,41917.33333,54126,150378.7904
GVBC,54347,54347,54347,14477,94217,16,2,2,2,54347,41057,54347,131314.95
ZLGU,69800.5,69800.5,69800.5,48952,90649,36,36,8,11,69800.5,62851,69800.5,172429.7333
THAH,60150,60150,60150,30400,89900,16,8,7,8,60150,50233.33333,60150,189542.634
DYCI,17990,95172,56581,56581,56581,16,15,21,28,56581,69444.66667,56581,382505.2877
ZTSM,64000,64000,64000,39000,89000,36,36,5,6,64000,55666.66667,64000,132375.9935
BGHL,48232.5,48232.5,48232.5,8000,88465,22,12,12,8,48232.5,34821.66667,48232.5,303353.1071
RXVP,26000,26000,26000,32000,20000,36,36,12,13,26000,28000,26000,73357.6325
LINU,57188.5,57188.5,57188.5,26714,87663,36,36,5,6,57188.5,47030.33333,57188.5,441472.42
HMSF,72084.5,72084.5,72084.5,57688,86481,16,2,2,2,72084.5,67285.66667,72084.5,82277.09375
TCIY,55090,55090,55090,24899,85281,16,4,4,4,55090,45026.33333,55090,248157.16
CIWE,44478,44478,44478,4550,84406,16,4,3,3,44478,31168.66667,44478,120120.0721
ODFV,224631,88853,156742,156742,156742,16,8,13,10,156742,134112.3333,156742,362920.4046
YBXY,150000,220000,150000,80000,150000,16,2,1,4,173333.3333,150000,126666.6667,247936.551
ANHD,165000,250000,165000,80000,165000,16,4,3,3,193333.3333,165000,136666.6667,248441.5592
EDZS,173000,266000,173000,80000,173000,16,4,4,4,204000,173000,142000,392492.275
CPIN,240000,400000,240000,80000,240000,16,4,4,4,293333.3333,240000,186666.6667,534653.4158
YSFY,90000,100000,90000,80000,90000,16,2,1,4,93333.33333,90000,86666.66667,293638.4296
FHAC,44000,8000,44000,44000,80000,36,36,16,1,32000,32000,56000,133230.854
CCJB,12951,148005,78326,77750,79258,16,8,8,10,79760.66667,101360.3333,78444.66667,223972.2306
QYKC,78038,78038,78326,77750,78038,16,8,7,8,78134,78038,78038,269304.6252
QQYY,141584,117941,117941,134611,77628,16,5,5,5,125822,123497.6667,110060,270249.1296
JDOP,87000,87000,87000,96000,78000,36,36,5,6,87000,90000,87000,161446.4733
DSVZ,46712,46712,46712,17588,75836,36,36,8,11,46712,37004,46712,175584.1848
VZHF,43128,43128,43128,10611,75645,36,36,8,8,43128,32289,43128,205945.0067
DYOC,40000,75000,40000,75000,75000,16,14,17,15,51666.66667,63333.33333,63333.33333,100919.5388
KELP,625000,75000,75000,75000,75000,16,2,1,4,258333.3333,75000,75000,117818.2866
BGTW,75000,75000,75000,75000,75000,16,12,9,8,75000,75000,75000,104017.7375
CZVJ,15000,15000,15000,75000,75000,16,12,9,8,15000,35000,55000,345429.0763
MHFC,125000,100000,100000,100000,75000,16,2,1,4,108333.3333,100000,91666.66667,146925.9796
WEAA,51666.66667,51666.66667,40000,40000,75000,16,8,7,8,47777.77778,43888.88889,51666.66667,394435.0769
QMEW,40000,75000,75000,66250,75000,16,2,1,4,63333.33333,72083.33333,72083.33333,93048.14167
DXDP,15000,15000,40000,40000,75000,16,2,1,4,23333.33333,31666.66667,51666.66667,224490.0038
AUWE,75000,75000,75000,75000,75000,16,5,5,5,75000,75000,75000,83429.295
UHTF,22771,75000,57590.33333,57590.33333,75000,16,6,6,7,51787.11111,63393.55556,63393.55556,74837.06542
IWDD,15000,15000,15000,40000,75000,16,4,3,3,15000,23333.33333,43333.33333,117346.7196
NNMX,75000,75000,75000,75000,75000,16,2,2,2,75000,75000,75000,72279.61182
KQFO,35000,35000,15000,15000,75000,16,5,5,5,28333.33333,21666.66667,35000,168906.4263
HSIR,15000,51250,40000,75000,75000,36,36,2,2,35416.66667,55416.66667,63333.33333,93368.95729
APWY,30000,15000,15000,15000,75000,16,4,3,3,20000,15000,35000,116102.1356
DVHY,75000,75000,75000,75000,75000,36,36,5,5,75000,75000,75000,83429.295
XMSZ,57500,57500,57500,40000,75000,16,4,3,3,57500,51666.66667,57500,103128.0165
RAFJ,57829.5,57829.5,57829.5,40888,74771,16,8,8,10,57829.5,52182.33333,57829.5,131471.1825
CPFC,48828,48828,48828,23519,74137,16,2,1,4,48828,40391.66667,48828,184753.0665
UHSH,122500,101000,123000,193000,73000,36,36,2,2,115500,139000,129666.6667,166038.949
SRHU,53500,53500,53500,34000,73000,36,36,4,4,53500,47000,53500,234636.5031
IZMN,41320.5,41320.5,41320.5,10050,72591,36,36,8,11,41320.5,30897,41320.5,199089.1321
EAOX,55445,55445,55445,38800,72090,16,6,6,7,55445,49896.66667,55445,110444.809
WTTX,130000,300000,166666.6667,70000,166666.6667,16,2,1,4,198888.8889,178888.8889,134444.4444,338437.7321
RCWN,37100,4200,37100,70000,37100,36,36,5,5,26133.33333,37100,48066.66667,643820.9704
TLQY,125000,180000,125000,70000,125000,16,4,3,3,143333.3333,125000,106666.6667,213448.9479
ANFG,36425,36425,36425,268,72582,36,36,16,1,36425,24372.66667,36425,81978.97937
FRZY,3700,74003,38851.5,38851.5,38851.5,16,2,2,2,38851.5,50568.66667,38851.5,141312.7956
CPFQ,58461.5,58461.5,58461.5,47996,68927,18,24,41,42,58461.5,54973,58461.5,941658.106
SOYT,54794.5,54794.5,54794.5,41239,68350,36,36,6,3,54794.5,50276,54794.5,95008.09792
KKEJ,156730,71120,113925,113925,113925,16,10,16,45,113925,99656.66667,113925,322959.6342
FPRL,4000,69857,36928.5,36928.5,36928.5,16,4,3,3,36928.5,47904.66667,36928.5,147529.3104
GKRP,44683,44683,44683,23250,66116,16,11,14,23,44683,37538.66667,44683,102980.7104
ZDBL,73790.5,73790.5,73790.5,82107,65474,36,36,8,7,73790.5,76562.66667,73790.5,181043.6456
UPFI,167536,69710,118623,118623,118623,16,5,5,5,118623,102318.6667,118623,241323.1383
OCVA,31879,31879,31879,1,63757,16,10,16,45,31879,21253,31879,229681.8802
LLGI,131155,131155,131155,199545,62765,16,8,8,10,131155,153951.6667,131155,372015.134
DEVS,58265,58265,58265,54023,62507,16,2,2,2,58265,56851,58265,57207.43667
XYIV,33872.5,33872.5,33872.5,5432,62313,36,36,7,10,33872.5,24392.33333,33872.5,132704.5575
OWKD,31121,31121,31121,1,62241,32,5,5,5,31121,20747.66667,31121,174691.0392
TTQE,41191.5,41191.5,41191.5,20329,62054,16,2,2,2,41191.5,34237.33333,41191.5,72883.43792
FGNU,47159,47159,47159,32960,61358,36,36,8,7,47159,42426,47159,172919.1219
IVCE,155000,250000,155000,60000,155000,16,2,2,2,186666.6667,155000,123333.3333,220210.8002
VQFQ,120000,180000,120000,60000,120000,46,51,56,65,140000,120000,100000,2694877.965
RTJQ,210500,361000,210500,60000,210500,16,8,7,8,260666.6667,210500,160333.3333,499238.9602
GSLW,180000,300000,180000,60000,180000,36,36,2,2,220000,180000,140000,333763.2483
TGMH,163000,266000,163000,60000,163000,16,14,17,15,197333.3333,163000,128666.6667,557022.6931
JFLC,120000,180000,120000,60000,120000,16,4,4,4,140000,120000,100000,220982.2363
PXPX,180000,300000,180000,60000,180000,16,2,2,2,220000,180000,140000,333763.2483
BWJE,130000,200000,130000,60000,130000,16,6,6,7,153333.3333,130000,106666.6667,316000.9027
FZUR,78000,53000,78000,120000,61000,36,36,2,2,69666.66667,83666.66667,86333.33333,169682.8979
QJTU,55104,55104,55104,50039,60169,36,36,8,11,55104,53415.66667,55104,147131.9594
SNSB,63283,63273,63278,63278,63278,36,36,4,4,63278,63276.33333,63278,69551.25688
ZSWH,28887.5,28887.5,28887.5,511,57264,16,12,9,8,28887.5,19428.66667,28887.5,93956.4925
SMSP,59500,59500,59500,62000,57000,36,36,5,6,59500,60333.33333,59500,76809.91417
KESV,31001.5,31001.5,31001.5,5025,56978,36,36,5,6,31001.5,22342.66667,31001.5,247426.8425
HMBS,45347,45347,45347,35576,55118,42,40,21,24,45347,42090,45347,127316.2298
LDBH,68000,68000,68000,81000,55000,16,6,6,7,68000,72333.33333,68000,129702.4006
FCGD,32670.5,32670.5,32670.5,10372,54969,36,36,2,2,32670.5,25237.66667,32670.5,118701.3563
TRNR,27394.5,27394.5,27394.5,2,54787,32,5,5,8,27394.5,18263.66667,27394.5,122605.9183
JUWX,36413,36413,36413,17302,55524,36,36,4,4,36413,30042.66667,36413,108936.8385
HTGJ,28027.5,28027.5,28027.5,1537,54518,36,36,8,7,28027.5,19197.33333,28027.5,103476.3781
MNFJ,32872.33333,32872.33333,303,44056,54258,16,2,2,2,22015.88889,25743.77778,32872.33333,126228.49
KJCC,63088,56720,59904,59904,59904,16,2,2,2,59904,58842.66667,59904,51349.755
EAFE,41000,41000,41000,28000,54000,36,36,8,7,41000,36666.66667,41000,99103.49917
CNMR,32542,32542,32542,12060,53024,36,36,7,10,32542,25714.66667,32542,79148.92646
VBOR,38607.5,38607.5,38607.5,24667,52548,36,36,5,6,38607.5,33960.66667,38607.5,106640.4881
NVKH,38607.5,38607.5,38607.5,24667,52548,16,6,6,7,38607.5,33960.66667,38607.5,112633.4788
SQCR,63224,75897,82488,162070,52265,36,36,6,3,73869.66667,106818.3333,98941,137080.2802
PECL,62333.33333,62333.33333,78000,57000,52000,36,36,16,1,67555.55556,65777.77778,62333.33333,66010.77042
TLFT,32000,32000,32000,12000,52000,36,36,2,2,32000,25333.33333,32000,130529.6144
FUOQ,27700,27700,27700,3901,51499,36,36,5,5,27700,19767,27700,165809.1196
IRZB,26287.5,26287.5,2428,50147,26287.5,32,34,87,95,18334.33333,26287.5,26287.5,146859.349
VBFF,37500,37500,37500,24000,51000,36,36,4,4,37500,33000,37500,92690.26396
XKDY,34744,34744,19488,50000,34744,16,4,4,4,29658.66667,34744,34744,39504.41667
BKWV,55000,60000,55000,50000,55000,16,18,22,29,56666.66667,55000,53333.33333,313943.7508
WYGJ,47500,45000,47500,50000,47500,16,5,5,5,46666.66667,47500,48333.33333,1096845.857
INPR,125000,200000,125000,50000,125000,16,4,4,4,150000,125000,100000,212139.8871
KQYA,100000,150000,100000,50000,100000,22,27,33,39,116666.6667,100000,83333.33333,139836.4519
LNRP,334000,618000,334000,50000,334000,36,36,5,6,428666.6667,334000,239333.3333,937586.6415
SKSO,75000,100000,75000,50000,75000,36,36,12,15,83333.33333,75000,66666.66667,180189.0513
FJIA,175000,300000,175000,50000,175000,49,48,47,44,216666.6667,175000,133333.3333,640764.4242
AGPH,115000,180000,115000,50000,115000,36,36,4,4,136666.6667,115000,93333.33333,234324.945
SMUA,51222,55696,52533.33333,52533.33333,50682,16,4,3,3,53150.44444,53587.55556,51916.22222,101633.2354
TCQP,31500,31500,31500,11000,52000,16,4,4,4,31500,24666.66667,31500,141192.2954
XRTL,32945.5,32945.5,32945.5,14846,51045,36,36,2,2,32945.5,26912.33333,32945.5,125253.0271
VOFD,149075,53506,101290.5,101290.5,101290.5,16,6,12,15,101290.5,85362.33333,101290.5,243999.8681
HNWB,24498,24498,24498,3,48993,16,2,1,4,24498,16333,24498,204738.6069
CCCQ,33176.5,33176.5,33176.5,17688,48665,36,36,5,6,33176.5,28013.66667,33176.5,114796.6525
JCJN,28000,28000,28000,9000,47000,16,4,4,4,28000,21666.66667,28000,197445.2625
PUFK,3301,44429,31495.66667,31495.66667,46757,16,2,2,2,26408.55556,35806.77778,36582.77778,93758.0875
BZNV,28159.5,28159.5,28159.5,10000,46319,12,4,4,4,28159.5,22106.33333,28159.5,196452.02
NTTK,29996,29996,29996,14237,45755,16,11,14,23,29996,24743,29996,121094.6485
UCMD,49109.5,49109.5,49109.5,52816,45403,36,36,2,2,49109.5,50345,49109.5,64276.31417
QIQR,57272,57272,57272,69367,45177,16,12,9,8,57272,61303.66667,57272,149839.9773
DUNY,25241,25241,25241,5357,45125,36,36,6,3,25241,18613,25241,71255.28438
CTCB,22564.5,22564.5,22564.5,183,44946,36,36,10,9,22564.5,15104,22564.5,84567.34125
HLKJ,347666.6667,347666.6667,812000,185000,46000,16,2,2,2,502444.4444,448222.2222,347666.6667,641349.6385
JYPV,54698.5,54698.5,54698.5,64904,44493,36,36,2,2,54698.5,58100.33333,54698.5,70751.78875
WQRC,26221,26221,26221,7956,44486,16,4,3,3,26221,20132.66667,26221,80029.19146
ASWJ,26072,26072,26072,7839,44305,36,36,5,5,26072,19994.33333,26072,162661.7288
XZMU,39699,39699,39699,36340,43058,16,21,26,36,39699,38579.33333,39699,269811.5956
IOCJ,625000,332500,40000,332500,332500,16,15,21,28,332500,235000,235000,382955.381
AZPF,26500,26500,26500,11000,42000,36,36,10,9,26500,21333.33333,26500,76935.47083
DUMB,115893,44386,80139.5,80139.5,80139.5,36,36,14,18,80139.5,68221.66667,80139.5,378585.1694
DLVJ,57000,57000,57000,73000,41000,36,36,2,2,57000,62333.33333,57000,90815.7075
ZKMA,120000,200000,120000,40000,120000,36,36,2,2,146666.6667,120000,93333.33333,203452.7098
MAYY,120000,200000,120000,40000,120000,36,36,6,3,146666.6667,120000,93333.33333,207747.22
UHYY,153000,266000,153000,40000,153000,16,2,2,2,190666.6667,153000,115333.3333,224018.7048
LHBN,110000,180000,110000,40000,110000,16,10,16,45,133333.3333,110000,86666.66667,364157.4227
IEIU,75000,63333.33333,75000,40000,63333.33333,16,4,3,3,71111.11111,59444.44444,59444.44444,57753.65354
NWXA,22373.5,22373.5,22373.5,4161,40586,36,36,5,5,22373.5,16302.66667,22373.5,71580.12625
JATQ,22836,22836,22836,3880,41792,36,36,10,9,22836,16517.33333,22836,68852.74188
TWAD,313000,371000,405000,116000,40000,47,52,59,67,363000,297333.3333,187000,984636.4708
UOWI,313000,371000,405000,116000,40000,47,58,61,60,363000,297333.3333,187000,646329.9613
HWDZ,33000,33000,33000,26000,40000,36,36,2,2,33000,30666.66667,33000,156060.8331
SASQ,31666.66667,31666.66667,15000,40000,40000,16,2,2,2,26111.11111,28888.88889,31666.66667,148378.6463
QUSW,57500,57500,57500,75000,40000,16,2,1,4,57500,63333.33333,57500,96739.97709
ZJSB,40000,40000,40000,40000,40000,16,8,8,10,40000,40000,40000,48716.9475
ELEC,31666.66667,31666.66667,40000,15000,40000,16,12,9,8,34444.44444,28888.88889,31666.66667,57587.72708
ULHB,40000,40000,40000,40000,40000,20,24,27,40,40000,40000,40000,358777.6788
BZXT,43333.33333,43333.33333,15000,75000,40000,16,2,2,2,33888.88889,44444.44444,43333.33333,79272.18
OASE,32930,32930,32930,26482,39378,36,36,2,2,32930,30780.66667,32930,154567.1875
UNXY,21115,21115,3635,38595,21115,16,2,1,4,15288.33333,21115,21115,27717.13625
FYPE,22130.5,22130.5,22130.5,5025,39236,36,36,4,4,22130.5,16428.66667,22130.5,43428.70625
YFVT,28308,28308,28308,17462,39154,16,8,7,8,28308,24692.66667,28308,88070.74875
EHCV,63727,63727,55872,96637,38672,36,36,8,8,61108.66667,72078.66667,63727,209424.4677
EOQR,24489.5,24489.5,24489.5,10545,38434,36,36,7,10,24489.5,19841.33333,24489.5,88659.34625
IKGA,19405.66667,19405.66667,8228,11604,38385,36,36,2,2,15679.77778,13079.22222,19405.66667,36597.77333
XOHT,22500,22500,22500,7000,38000,36,36,5,5,22500,17333.33333,22500,71626.99333
BOLV,34456.5,34456.5,34456.5,31140,37773,16,4,4,4,34456.5,33351,34456.5,56135.91396
BOVL,38919,38919,38919,40111,37727,36,36,6,3,38919,39316.33333,38919,106647.8585
RSWP,19421.5,19421.5,19421.5,805,38038,36,36,16,1,19421.5,13216,19421.5,34929.46042
UUVR,47386,47386,58441,47386,36331,36,36,5,6,51071,51071,47386,359485.6056
RUFB,487388,37227,262307.5,262307.5,262307.5,16,2,1,4,262307.5,187280.6667,262307.5,581171.8527
BBZG,487388,37227,262307.5,262307.5,262307.5,32,4,4,4,262307.5,187280.6667,262307.5,581171.8527
ERZN,17226.5,17226.5,17226.5,232,34221,36,36,20,21,17226.5,11561.66667,17226.5,106964.1312
LCMK,36108.5,36108.5,36108.5,38160,34057,16,4,3,3,36108.5,36792.33333,36108.5,54596.28833
AHVK,21624.5,21624.5,21624.5,9459,33790,36,36,20,22,21624.5,17569.33333,21624.5,43350.58854
UPOS,25997.5,25997.5,25997.5,19572,32423,16,2,1,4,25997.5,23855.66667,25997.5,314554.4088
AFKG,31269.5,31269.5,31269.5,30434,32105,36,36,6,3,31269.5,30991,31269.5,37206.2075
RRYQ,16061,16061,16061,173,31949,16,4,4,4,16061,10765,16061,95793.91018
IYQA,16875.33333,990,16875.33333,18326,31310,16,6,6,7,11580.22222,12063.77778,22170.44444,79893.30396
